EQUIPO,NOMBRE_JUGADOR,POS,LINK_JUGADOR,MINUTOS,GOLES,GOLES/90 HIST,MINUTOS 2025,GOLES 2025,GOLES/90 2025
Tigre,Federico Tevez,DEF,https://www.sofascore.com/es/jugador/federico-tevez/1169599,4243,2,0.04,0,0,-
Tigre,Alan Barrionuevo,DEF,https://www.sofascore.com/es/jugador/alan-barrionuevo/1110289,6806,6,0.08,91,0,0.0
Tigre,Valentin Moreno,DEF,https://www.sofascore.com/es/jugador/valentin-moreno/1485717,507,0,0.0,0,0,-
Tigre,Nahuel Banegas,DEF,https://www.sofascore.com/es/jugador/nahuel-banegas/992112,7865,9,0.1,895,0,0.0
Tigre,Nehuen Paz,DEF,https://www.sofascore.com/es/jugador/nehuen-paz/340525,10168,4,0.04,900,1,0.1
Tigre,Martin Ortega,DEF,https://www.sofascore.com/es/jugador/martin-ortega/1020498,4226,3,0.06,525,1,0.17
Tigre,Diego Sosa,DEF,https://www.sofascore.com/es/jugador/diego-sosa/850995,8896,5,0.05,8,0,0.0
Tigre,Joaquin Laso,DEF,https://www.sofascore.com/es/jugador/joaquin-laso/789853,15241,6,0.04,720,0,0.0
Tigre,Martin Garay,DEF,https://www.sofascore.com/es/jugador/martin-garay/992080,10234,2,0.02,583,0,0.0
Tigre,Ignacio Neira,VOL,https://www.sofascore.com/es/jugador/ignacio-neira/846701,937,1,0.1,0,0,-
Tigre,Julian Lopez,VOL,https://www.sofascore.com/es/jugador/julian-lopez/922455,7719,2,0.02,330,0,0.0
Tigre,Gonzalo Pineiro,VOL,https://www.sofascore.com/es/jugador/gonzalo-pineiro/1086999,605,1,0.15,74,0,0.0
Tigre,Sebastian Medina,VOL,https://www.sofascore.com/es/jugador/sebastian-medina/986736,4178,5,0.11,433,0,0.0
Tigre,Gonzalez Santiago,VOL,https://www.sofascore.com/es/jugador/gonzalez-santiago/1485735,2159,1,0.04,650,0,0.0
Tigre,Scipioni Lorenzo,VOL,https://www.sofascore.com/es/jugador/scipioni-lorenzo/1211019,1401,0,0.0,882,0,0.0
Tigre,Elias Cabrera,VOL,https://www.sofascore.com/es/jugador/elias-cabrera/1201391,3127,1,0.03,648,0,0.0
Tigre,Saralegui Jabes,VOL,https://www.sofascore.com/es/jugador/saralegui-jabes/1415737,2228,2,0.08,549,1,0.16
Tigre,Milton Vasconcelo,VOL,https://www.sofascore.com/es/jugador/milton-vasconcelo/1485729,0,0,0,0,0,-
Tigre,Hector Fertoli,DEL,https://www.sofascore.com/es/jugador/hector-fertoli/831608,12762,27,0.19,299,0,0.0
Tigre,Maximiliano Zalazar,DEL,https://www.sofascore.com/es/jugador/maximiliano-zalazar/1067653,2835,8,0.25,131,0,0.0
Tigre,Lucas Besozzi,DEL,https://www.sofascore.com/es/jugador/lucas-besozzi/1086339,3381,5,0.13,57,1,1.58
Tigre,Protti Ijiel,DEL,https://www.sofascore.com/es/jugador/protti-ijiel-cesar/796999,2619,3,0.1,0,0,-
Tigre,Blas Armoa,DEL,https://www.sofascore.com/es/jugador/blas-armoa/883217,5840,17,0.26,13,0,0.0
Tigre,Dario Sarmiento,DEL,https://www.sofascore.com/es/jugador/dario-sarmiento/989829,0,0,0,0,0,-
Tigre,Eric Ramirez,DEL,https://www.sofascore.com/es/jugador/eric-ramirez/877427,3075,11,0.32,22,0,0.0
Tigre,Oviedo Alfio,DEL,https://www.sofascore.com/es/jugador/oviedo-alfio/887430,3301,15,0.41,109,2,1.65
Tigre,David Romero,DEL,https://www.sofascore.com/es/jugador/david-romero/1111805,2213,14,0.57,276,3,0.98
Tigre,Ignacio Russo,DEL,https://www.sofascore.com/es/jugador/ignacio-russo/1087005,3164,13,0.37,805,5,0.56
Unión,Meuli Lucas,ARQ,https://www.sofascore.com/es/jugador/meuli-lucas/1200751,0,-,-,0,-,-
Unión,Matias Tagliamonte,ARQ,https://www.sofascore.com/es/jugador/matias-tagliamonte/871837,4395,-,-,90,-,-
Unión,Thiago Cardozo,ARQ,https://www.sofascore.com/es/jugador/thiago-cardozo/358618,6061,-,-,807,-,-
Unión,Luduena Juan Pablo,DEF,https://www.sofascore.com/es/jugador/luduena-juan-pablo/1392241,679,0,0.0,270,0,0.0
Unión,Gerometta Francisco,DEF,https://www.sofascore.com/es/jugador/gerometta-francisco/1017181,5945,0,0.0,689,0,0.0
Unión,Claudio Corvalan,DEF,https://www.sofascore.com/es/jugador/claudio-corvalan/249383,20714,6,0.03,810,0,0.0
Unión,Bruno Pitton,DEF,https://www.sofascore.com/es/jugador/bruno-pitton/800246,13864,14,0.09,239,0,0.0
Unión,Valentin Fascendini,DEF,https://www.sofascore.com/es/jugador/valentin-fascendini/1537838,383,0,0.0,120,0,0.0
Unión,Vargas Lautaro,DEF,https://www.sofascore.com/es/jugador/vargas-lautaro/1485084,2027,0,0.0,211,0,0.0
Unión,Nicolas Paz,DEF,https://www.sofascore.com/es/jugador/nicolas-paz/1189173,4716,0,0.0,304,0,0.0
Unión,Franco Pardo,DEF,https://www.sofascore.com/es/jugador/franco-pardo/879962,8233,6,0.07,772,0,0.0
Unión,Emilio Giaccone,DEF,https://www.sofascore.com/es/jugador/emilio-giaccone/2017601,0,0,0,0,0,-
Unión,Profini Rafael,VOL,https://www.sofascore.com/es/jugador/profini-rafael/1515401,373,0,0.0,362,0,0.0
Unión,Ezequiel Ham,VOL,https://www.sofascore.com/es/jugador/ezequiel-ham/546316,5200,5,0.09,602,1,0.15
Unión,Julian Palacios,VOL,https://www.sofascore.com/es/jugador/julian-palacios/1005177,6962,4,0.05,0,0,-
Unión,Lionel Verde,VOL,https://www.sofascore.com/es/jugador/lionel-verde/1523447,746,3,0.36,359,2,0.5
Unión,Mauricio Martinez,VOL,https://www.sofascore.com/es/jugador/mauricio-martinez/789402,11852,11,0.08,380,0,0.0
Unión,Mauro Pitton,VOL,https://www.sofascore.com/es/jugador/mauro-pitton/796958,18566,9,0.04,538,0,0.0
Unión,Del Blanco Mateo,VOL,https://www.sofascore.com/es/jugador/del-blanco-mateo/1183059,2825,1,0.03,727,0,0.0
Unión,Franco Fragapane,DEL,https://www.sofascore.com/es/jugador/franco-fragapane/368926,16190,36,0.2,401,1,0.22
Unión,Diego Diaz,DEL,https://www.sofascore.com/es/jugador/diego-diaz/2058971,65,1,1.38,0,0,-
Unión,Marcelo Estigarribia,DEL,https://www.sofascore.com/es/jugador/marcelo-estigarribia/943166,7646,24,0.28,765,1,0.12
Unión,Jose Angulo,DEL,https://www.sofascore.com/es/jugador/jose-enrique-angulo/590176,5164,22,0.38,45,0,0.0
Unión,Lucas Gamba,DEL,https://www.sofascore.com/es/jugador/lucas-gamba/789445,16656,41,0.22,474,0,0.0
Unión,Agustin Colazo,DEL,https://www.sofascore.com/es/jugador/agustin-colazo/1093119,4929,16,0.29,353,0,0.0
Unión,Domina Jeronimo,DEL,https://www.sofascore.com/es/jugador/domina-jeronimo/1200744,3064,7,0.21,342,0,0.0
Vélez Sarsfield,Lautaro Garzon,ARQ,https://www.sofascore.com/es/jugador/lautaro-garzon/1201403,326,-,-,0,-,-
Vélez Sarsfield,Tomas Marchiori,ARQ,https://www.sofascore.com/es/jugador/tomas-marchiori/898750,9892,-,-,900,-,-
Vélez Sarsfield,Rodriguez Randall,ARQ,https://www.sofascore.com/es/jugador/rodriguez-randall/1087006,270,-,-,0,-,-
Vélez Sarsfield,Aaron Quiros,DEF,https://www.sofascore.com/es/jugador/aaron-quiros/1113232,5797,3,0.05,532,0,0.0
Vélez Sarsfield,Damian Fernandez,DEF,https://www.sofascore.com/es/jugador/damian-fernandez/989201,3976,2,0.05,491,0,0.0
Vélez Sarsfield,Agustin Lagos,DEF,https://www.sofascore.com/es/jugador/agustin-lagos/993929,2571,1,0.04,90,0,0.0
Vélez Sarsfield,Elias Gomez,DEF,https://www.sofascore.com/es/jugador/elias-gomez/365862,17204,9,0.05,702,0,0.0
Vélez Sarsfield,Tomas Cavanagh,DEF,https://www.sofascore.com/es/jugador/tomas-cavanagh/1086278,1075,0,0.0,164,0,0.0
Vélez Sarsfield,Patricio Pernicone,DEF,https://www.sofascore.com/es/jugador/patricio-pernicone/1086288,894,0,0.0,221,0,0.0
Vélez Sarsfield,Isaias Andrada,DEF,https://www.sofascore.com/es/jugador/andrada/1923386,0,0,0,0,0,-
Vélez Sarsfield,Jano Gordon,DEF,https://www.sofascore.com/es/jugador/jano-gordon/1894551,635,0,0.0,0,0,-
Vélez Sarsfield,Emanuel Mammana,DEF,https://www.sofascore.com/es/jugador/emanuel-mammana/358914,12964,4,0.03,391,0,0.0
Vélez Sarsfield,Joaquin Garcia,DEF,https://www.sofascore.com/es/jugador/joaquin-garcia/989860,4698,1,0.02,34,0,0.0
Vélez Sarsfield,Valentin Gomez,DEF,https://www.sofascore.com/es/jugador/diego-gomez/1186010,9378,3,0.03,149,0,0.0
Vélez Sarsfield,Leonel Roldan,VOL,https://www.sofascore.com/es/jugador/leonel-roldan/1201404,404,0,0.0,264,0,0.0
Vélez Sarsfield,Ignacio Gomez,VOL,https://www.sofascore.com/es/jugador/ignacio-gomez/2063301,0,0,0,0,0,-
Vélez Sarsfield,Claudio Baeza,VOL,https://www.sofascore.com/es/jugador/claudio-baeza/333427,24561,4,0.01,34,0,0.0
Vélez Sarsfield,Thiago Fernandez,VOL,https://www.sofascore.com/es/jugador/thiago-fernandez/1201412,2861,6,0.19,0,0,-
Vélez Sarsfield,Alvaro Montoro,VOL,https://www.sofascore.com/es/jugador/alvaro-montoro/1650770,738,0,0.0,502,0,0.0
Vélez Sarsfield,Tomas Galvan,VOL,https://www.sofascore.com/es/jugador/tomas-galvan/1065613,6051,11,0.16,429,0,0.0
Vélez Sarsfield,Seoane Mateo,VOL,https://www.sofascore.com/es/jugador/seoane-mateo/1186698,733,0,0.0,0,0,-
Vélez Sarsfield,Kevin Vazquez,VOL,https://www.sofascore.com/es/jugador/kevin-vazquez/1406468,3070,2,0.06,97,0,0.0
Vélez Sarsfield,Felipe Bussio,VOL,https://www.sofascore.com/es/jugador/felipe-bussio/1894553,0,0,0,0,0,-
Vélez Sarsfield,Christian Ordonez,VOL,https://www.sofascore.com/es/jugador/christian-ordonez/1201388,5669,1,0.02,652,0,0.0
Vélez Sarsfield,Francisco Pizzini,DEL,https://www.sofascore.com/es/jugador/francisco-pizzini/257475,14645,30,0.18,489,0,0.0
Vélez Sarsfield,Agustin Bouzat,DEL,https://www.sofascore.com/es/jugador/agustin-bouzat/830699,17112,16,0.08,729,0,0.0
Vélez Sarsfield,Francisco Montoro,DEL,https://www.sofascore.com/es/jugador/francisco-montoro/1936506,17,0,0.0,0,0,-
Vélez Sarsfield,Benjamin Bosch,DEL,https://www.sofascore.com/es/jugador/benjamin-bosch/1893301,117,0,0.0,107,0,0.0
Vélez Sarsfield,Florian Monzon,DEL,https://www.sofascore.com/es/jugador/florian-monzon/989849,2369,8,0.3,0,0,-
Vélez Sarsfield,Matias Pellegrini,DEL,https://www.sofascore.com/es/jugador/matias-pellegrini/940610,7382,12,0.15,269,0,0.0
Vélez Sarsfield,Michael Santos,DEL,https://www.sofascore.com/es/jugador/michael-santos/339115,14930,71,0.43,283,0,0.0
Vélez Sarsfield,Imanol Machuca,DEL,https://www.sofascore.com/es/jugador/imanol-machuca/974698,7923,15,0.17,183,0,0.0
Vélez Sarsfield,Carrizo Maher,DEL,https://www.sofascore.com/es/jugador/carrizo-maher/1597274,691,2,0.26,311,1,0.29
Vélez Sarsfield,Braian Romero,DEL,https://www.sofascore.com/es/jugador/braian-romero/789435,14933,73,0.44,739,2,0.24
